1,0.14941392142874318
b2,0.019294193676477455
2,0.03610742827817734
b3,0.022594067110650998
3,0.028209552526645316
4,0.1181684913255618
b5,0.024473317755468033
5,0.11878664702466638
b6,0.019989952266774302
6,0.023296725184598827
b7,0.030822430676998545
7,0.024285732207576818
1m,0.006168303184735255
b2m,0.004360714083583537
2m,0.02546443584991924
b3m,0.005120016591009906
3m,0.019560146288126735
4m,0.00612874564219848
b5m,0.003891274564021505
5m,0.009122570313726848
b6m,0.006462133724738042
6m,0.03465960666224304
b7m,0.004994943220935992
7m,0.006046183394538576
